Id,Name,Overall,Potential,Role,Position,Age,Nationality,CountryCode,Club,Value,Wage,Pace,Shot,Pass,Dribble,Defend,Physical
10183,M. Jiménez,65,67,Goalkeeper,GK,27,Mexico,Mexico,Guadalajara,450K,10K,65,66,65,67,43,64
10184,B. Samba,65,69,Goalkeeper,GK,23,Congo,Congo,SM Caen,500K,4K,66,62,57,67,51,61
10185,M. Aaquist,65,75,Midfielder,CAM,22,Denmark,Denmark,FC Nordsjælland,875K,4K,75,52,54,68,55,62
10186,R. Lameiras,65,72,Midfielder,CAM,22,Portugal,Portugal,Plymouth Argyle,750K,3K,68,55,63,72,45,51
10187,M. Sadler,65,65,Defender,CB,32,England,England,Shrewsbury,300K,2K,57,44,58,60,62,74
10188,S. Sarr,65,73,Midfielder,CDM,21,Senegal,Senegal,La Berrichonne de Châteauroux,700K,3K,59,56,54,58,62,82
10189,J. Aguilar,65,71,Attacker,LW,22,Panama,Panama,Estoril Praia,750K,3K,73,65,56,69,25,61
10190,O. Bagüí,65,65,Defender,LB,34,Ecuador,Ecuador,, 0, 0,72,29,41,60,69,69
10191,Yoo Hyun,65,65,Goalkeeper,GK,32,Korea Republic,Korea Republic,FC Seoul,300K,2K,69,53,74,64,56,66
10192,A. Acosta,65,65,Defender,LB,29,Mexico,Mexico,Tigres U.A.N.L.,400K,15K,56,58,67,72,62,63
10193,J. Malagón,65,72,Defender,CB,24,Colombia,Colombia,Tigres FC,650K,1K,55,22,35,33,63,76
10194,S. Bannigan,65,70,Midfielder,CDM,24,Scotland,Scotland,Partick Thistle F.C.,625K,2K,73,53,64,68,58,75
10195,Leandrinho,65,84,Midfielder,CAM,18,Brazil,Brazil,Napoli,1.1M,8K,78,59,47,75,20,45
10196,D. Petković,65,70,Goalkeeper,GK,24,Montenegro,Montenegro,FC Lorient,525K,2K,68,65,62,67,41,65
10197,J. Coppens,65,67,Goalkeeper,GK,26,Belgium,Belgium,FC Carl Zeiss Jena,450K,1K,68,63,66,69,42,58
10198,C. Källqvist,65,65,Goalkeeper,GK,33,Sweden,Sweden,BK Häcken,270K,1K,55,70,72,59,23,69
10199,F. Doré,65,65,Attacker,ST,28,Congo,Congo,Clermont Foot 63,550K,8K,73,63,54,62,24,68
10200,Fran Rodríguez,65,70,Defender,RB,22,Spain,Spain,UD Almería,600K,2K,68,46,54,61,64,48
10201,B. Kallman,65,65,Defender,CB,26,United States,United States,Minnesota Thunder,475K,2K,63,39,48,36,62,75
10202,K. Coulibaly,65,71,Midfielder,LM,24,France,France,Willem II,750K,3K,76,55,59,67,46,66
10203,R. Vera,65,65,Defender,CB,34,Argentina,Argentina,Club Atlético Patronato,160K,3K,48,47,48,44,63,72
10204,A. Østli,65,65,Defender,CB,34,Norway,Norway,Sarpsborg 08 FF,160K,1K,49,46,50,53,63,75
10205,K. Walker-Peters,65,80,Defender,RB,20,England,England,Tottenham Hotspur,1.1M,14K,79,36,54,63,63,61
10206,J. Müller,65,65,Midfielder,RM,27,Germany,Germany,SpVgg Unterhaching,575K,1K,80,59,59,66,35,65
10207,Lim Min Hyuk,65,74,Midfielder,CAM,20,Korea Republic,Korea Republic,FC Seoul,850K,2K,73,58,61,65,32,47
10208,G. Balažic,65,65,Defender,CB,29,Slovenia,Slovenia,FC Ural,425K,9K,55,30,43,47,66,66
10209,A. Faltsetas,65,65,Midfielder,CM,29,Sweden,Sweden,BK Häcken,525K,2K,58,52,63,59,62,81
10210,M. Amini,65,68,Midfielder,CM,24,Australia,Australia,Aarhus GF,675K,4K,58,58,61,68,53,67
10211,E. Digbeu,65,69,Defender,RB,25,France,France,Bourg en Bresse Péronnas 01,575K,2K,74,35,58,63,64,69
10212,P. Müller,65,74,Midfielder,RM,22,Germany,Germany,SV Wehen Wiesbaden,825K,1K,80,58,58,68,27,49
10213,R. Gojani,65,70,Midfielder,CM,24,Sweden,Sweden,Jönköpings Södra IF,700K,1K,70,46,65,67,45,63
10214,S. Bueno,65,80,Defender,CB,18,Uruguay,Uruguay,FC Barcelona B,1M,1K,56,27,36,34,67,62
10215,S. Kleineheismann,65,65,Defender,CB,29,Germany,Germany,Hallescher FC,425K,1K,39,45,53,49,63,75
10216,Kim Min Hyeok,65,70,Midfielder,CM,24,Korea Republic,Korea Republic,GwangJu FC,700K,1K,60,59,62,64,28,69
10217,M. Jensen,65,75,Midfielder,CM,21,Denmark,Denmark,FC Nordsjælland,875K,4K,77,56,64,70,52,52
10218,L. Strizzolo,65,68,Attacker,ST,25,Italy,Italy,Cittadella,700K,1K,64,65,40,56,19,61
10219,J. Cox,65,73,Attacker,ST,23,Panama,Panama,Envigado FC,800K,1K,51,67,36,52,21,67
10220,T. Röttger,65,65,Attacker,ST,31,Germany,Germany,SG Sonnenhof Großaspach,475K,1K,77,63,52,68,36,70
10221,Z. Valentin,65,67,Defender,RB,25,United States,United States,Portland Timbers,550K,2K,67,46,59,59,65,69
10222,H. Shaian,65,65,Goalkeeper,GK,28,Saudi Arabia,Saudi Arabia,Al Nassr,375K,8K,65,63,59,66,48,65
10223,F. Álvarez,65,71,Defender,LB,24,Colombia,Colombia,Independiente Medellín,625K,1K,78,40,54,56,60,72
10224,Park Yong Woo,65,70,Midfielder,CDM,23,Korea Republic,Korea Republic,Ulsan Hyundai Horang-i,625K,2K,48,56,58,53,62,76
10225,J. Derstroff,65,68,Midfielder,LM,25,Germany,Germany,SV Sandhausen,675K,2K,77,63,58,69,22,55
10226,De La Hoz,65,72,Midfielder,CDM,25,Spain,Spain,Albacete Balompié,650K,6K,55,35,55,51,63,70
10227,H. Bjørdal,65,75,Midfielder,RM,20,Norway,Norway,Brighton & Hove Albion,875K,10K,68,57,63,67,55,64
10228,A. Hadžiahmetović,65,77,Midfielder,LM,20,Bosnia Herzegovina,Bosnia Herzegovina,Atiker Konyaspor,975K,4K,69,56,62,69,60,68
10229,S. Maierhofer,65,65,Attacker,ST,34,Austria,Austria,SV Mattersburg,280K,7K,34,69,41,42,50,83
10230,C. Ramsebner,65,67,Defender,CB,28,Austria,Austria,LASK Linz,500K,5K,36,36,32,42,65,73
10231,Freire,65,65,Defender,CB,27,Brazil,Brazil,Shimizu S-Pulse,450K,2K,47,36,46,43,64,72
10232,O. Mangala,65,79,Midfielder,CM,19,Belgium,Belgium,VfB Stuttgart,1.1M,4K,71,50,64,73,54,62
10233,B. Lennon,65,77,Attacker,RW,19,United States,United States,Real Salt Lake,950K,15K,74,62,60,64,30,63
10234,P. Sohm,65,68,Attacker,RW,25,Germany,Germany,SG Sonnenhof Großaspach,675K,1K,76,60,59,64,23,72
10235,B. Figueroa,65,73,Midfielder,LM,18,Mexico,Mexico,U.N.A.M.,725K,4K,69,59,60,65,21,56
10236,D. Briceño,65,65,Defender,CB,31,Colombia,Colombia,Alianza Petrolera,375K,1K,56,26,39,43,66,66
10237,K. Thiam,65,70,Midfielder,CDM,23,Senegal,Senegal,Dinamo Moscow,625K,7K,69,55,58,58,62,78
10238,N. Ampomah,65,73,Midfielder,LM,21,Ghana,Ghana,Waasland-Beveren,800K,3K,82,58,57,70,23,62
10239,J. Orlov,65,65,Attacker,ST,31,Sweden,Sweden,SK Brann,475K,2K,62,61,55,60,27,70
10240,J. Gyamerah,65,75,Defender,RB,22,Germany,Germany,VfL Bochum,750K,4K,71,36,57,62,62,62
10241,A. Doukha,65,65,Goalkeeper,GK,30,Algeria,Algeria,Ohod Club,350K,5K,65,62,62,71,38,61
10242,T. Rodríguez,65,77,Midfielder,RM,21,Argentina,Argentina,Genoa,975K,7K,71,54,59,69,45,60
10243,J. Izumisawa,65,68,Midfielder,LM,25,Japan,Japan,Gamba Osaka,675K,4K,66,60,62,69,41,48
10244,M. Connolly,65,70,Defender,CB,25,Republic of Ireland,Republic of Ireland,Crawley Town,600K,3K,52,22,50,43,63,72
10245,Jeong Dong Ho,65,65,Defender,RB,27,Korea Republic,Korea Republic,Ulsan Hyundai Horang-i,450K,2K,74,27,56,62,64,59
10246,M. Pitton,65,70,Midfielder,CDM,22,Argentina,Argentina,Unión de Santa Fe,625K,3K,68,47,59,61,63,63
10247,L. Blessing,65,71,Attacker,LW,20,Ghana,Ghana,Sporting Kansas City,750K,2K,84,62,54,71,35,55
10248,T. Al Absi,65,70,Defender,CB,24,Saudi Arabia,Saudi Arabia,Al Taawoun,625K,5K,56,25,38,44,65,70
10249,M. Moscati,65,70,Midfielder,CM,24,Italy,Italy,Novara,700K,1K,72,48,64,63,58,68
10250,V. Kravets,65,75,Defender,LB,19,Ukraine,Ukraine,CD Lugo,725K,1K,73,29,46,55,64,69
10251,K. Kikuchi,65,65,Defender,CB,31,Japan,Japan,Omiya Ardija,375K,2K,58,50,55,51,62,71
10252,Kim Dae Jung,65,70,Defender,CB,24,Korea Republic,Korea Republic,Incheon United FC,625K,2K,45,35,42,42,64,71
10253,L. Coyle,65,75,Defender,RB,21,England,England,Fleetwood Town,750K,7K,73,34,56,64,61,64
10254,F. Crivelli,65,65,Goalkeeper,GK,35,Argentina,Argentina,Club Atlético Tigre,130K,2K,64,62,67,57,49,68
10255,J. Amoroso,65,65,Midfielder,RM,29,Argentina,Argentina,Newell's Old Boys,525K,5K,72,60,58,62,31,65
10256,A. Iunco,65,65,Attacker,ST,33,Italy,Italy,Cittadella,350K,1K,75,63,65,72,19,61
10257,Diego Alende,65,75,Defender,CB,19,Spain,Spain,RC Celta de Vigo,725K,3K,59,26,40,41,65,58
10258,Ruca,65,66,Defender,LB,26,Portugal,Portugal,Tondela,525K,2K,58,64,68,64,65,70
10259,S. Silva,65,66,Attacker,ST,27,Sweden,Sweden,Palermo,625K,2K,71,64,61,69,31,57
10260,M. Edwards,65,87,Midfielder,RM,18,England,England,Tottenham Hotspur,1.2M,11K,75,57,60,72,30,44
10261,S. Lagrou,65,67,Defender,LB,25,Morocco,Morocco,Al Nassr,550K,9K,80,53,60,62,61,59
10262,M. Exslager,65,66,Attacker,ST,26,Germany,Germany,SC Fortuna Köln,650K,1K,69,64,53,63,38,72
10263,A. Al Hafith,65,74,Defender,CB,24,Saudi Arabia,Saudi Arabia,Al Hilal,725K,8K,61,37,42,45,64,77
10264,R. Garbuschewski,65,65,Midfielder,RM,31,Germany,Germany,FSV Zwickau,475K,1K,66,65,66,65,27,56
10265,Lee Myung Jae,65,74,Defender,LB,23,Korea Republic,Korea Republic,Ulsan Hyundai Horang-i,700K,2K,63,40,58,66,62,60
10266,P. Koch,65,67,Defender,RB,26,Switzerland,Switzerland,FC St. Gallen,525K,4K,73,39,53,58,63,65
10267,V. Osimhen,65,83,Attacker,ST,18,Nigeria,Nigeria,VfL Wolfsburg,1.1M,10K,75,64,46,62,24,60
10268,Jean Cleber,65,65,Midfielder,CDM,27,Brazil,Brazil,CS Marítimo,450K,3K,61,44,56,60,65,69
10269,T. Salamon,65,65,Defender,LB,28,Austria,Austria,FK Austria Wien,425K,6K,67,53,63,66,62,59
10270,K. Alston,65,65,Defender,RB,29,United States,United States,Orlando City Soccer Club,400K,3K,76,49,55,60,62,72
10271,D. McMillan,65,65,Attacker,ST,28,Republic of Ireland,Republic of Ireland,Dundalk,550K,1K,69,63,50,61,25,64
10272,A. Corryn,65,70,Defender,LB,23,Belgium,Belgium,Royal Antwerp FC,600K,4K,67,32,58,63,62,63
10273,S. Roux,65,69,Defender,RB,24,New Zealand,New Zealand,Central Coast Mariners,575K,1K,75,49,56,62,63,68
10274,G. De Feo,65,68,Attacker,RW,23,Italy,Italy,Ascoli,675K,1K,79,58,56,70,24,56
10275,R. Bayard,65,71,Attacker,RW,23,France,France,Tours FC,750K,2K,78,59,61,67,28,70
10276,L. Röser,65,71,Attacker,ST,23,Germany,Germany,SG Dynamo Dresden,750K,4K,71,65,51,63,22,65
10277,K. Falkenberg,65,65,Defender,RB,29,Germany,Germany,VfL Osnabrück,400K,1K,74,45,58,60,61,65
10278,D. Jiménez,65,65,Attacker,RW,28,Mexico,Mexico,Lobos de la BUAP,550K,3K,71,65,57,67,29,65
10279,S. Moore,65,68,Goalkeeper,GK,27,England,England,Sheffield United,450K,9K,65,61,58,66,49,65
10280,O. Threlkeld,65,71,Defender,RB,23,England,England,Plymouth Argyle,625K,3K,71,47,58,59,63,70
10281,L. Esqueda,65,65,Defender,LB,36,Mexico,Mexico,Querétaro,60K,2K,66,52,62,64,64,65
10282,G. Acampora,65,72,Midfielder,CM,23,Italy,Italy,La Spezia,750K,1K,63,61,62,66,53,63
10283,M. Mount,65,83,Midfielder,CAM,18,England,England,Vitesse,1.1M,2K,69,58,64,71,44,47
10284,P. Funk,65,66,Midfielder,CDM,27,Germany,Germany,SV Wehen Wiesbaden,500K,1K,68,52,60,62,63,70
10285,H. Bunn,65,68,Midfielder,LM,24,England,England,Bury,675K,3K,73,65,60,66,38,69
10286,C. Sammon,65,65,Attacker,ST,30,Republic of Ireland,Republic of Ireland,Partick Thistle F.C.,525K,3K,71,62,51,59,40,84
10287,C. Cato,65,68,Defender,RB,24,Trinidad & Tobago,Trinidad & Tobago,San Jose Earthquakes,575K,2K,91,58,56,67,61,59
10288,A. Nabbout,65,71,Midfielder,LM,24,Australia,Australia,Newcastle Jets,750K,1K,78,63,57,65,28,73
10289,G. Esparza,65,70,Midfielder,LM,24,Argentina,Argentina,Puebla,725K,5K,85,55,60,66,47,52
10290,P. Mišák,65,66,Midfielder,LM,26,Slovakia,Slovakia,Termalica Bruk-Bet Nieciecza,625K,2K,72,54,64,65,46,56
10291,M. Bíttolo,65,66,Defender,LB,27,Argentina,Argentina,Albacete Balompié,500K,3K,77,37,50,59,62,58
10292,F. Rawson,65,75,Defender,CB,20,England,England,Accrington Stanley,775K,10K,56,26,32,40,66,70
10293,Kevin,65,72,Defender,RB,24,Spain,Spain,RC Celta de Vigo,650K,5K,73,46,51,65,60,63
10294,M. Ørnskov,65,65,Midfielder,CM,31,Denmark,Denmark,Lyngby BK,475K,4K,54,57,64,60,66,78
10295,L. Berry,65,70,Midfielder,CAM,24,England,England,Luton Town,725K,5K,74,57,62,65,52,77
10296,A. Kamara,65,71,Attacker,ST,23,Sierra Leone,Sierra Leone,Al Taawoun,750K,6K,77,62,45,59,25,75
10297,B. Geens,65,74,Goalkeeper,GK,21,Belgium,Belgium,Sporting Lokeren,650K,2K,62,68,55,68,48,61
10298,M. Halsti,65,65,Defender,CB,33,Finland,Finland,FC Midtjylland,220K,7K,32,50,62,51,62,74
10299,M. Ilaimaharitra,65,74,Midfielder,CDM,21,France,France,Sporting Charleroi,725K,3K,56,41,57,57,63,68
10300,F. Grillo,65,69,Defender,LB,24,Argentina,Argentina,Vélez Sarsfield,575K,4K,74,36,48,62,65,69
10301,Patrão,65,66,Midfielder,CM,27,Portugal,Portugal,Grupo Desportivo de Chaves,600K,3K,68,55,64,67,54,59
10302,K. Nwakali,65,78,Midfielder,CAM,19,Nigeria,Nigeria,VVV-Venlo,1M,13K,73,51,60,73,40,57
10303,J. Sudić,65,68,Defender,CB,26,Sweden,Sweden,BK Häcken,550K,2K,53,26,43,44,62,71
10304,D. Gissi,65,69,Defender,CB,26,Switzerland,Switzerland,Defensa y Justicia,575K,5K,48,47,58,56,62,71
10305,N. Cameron,65,71,Defender,CB,25,England,England,Bury,625K,3K,66,35,47,36,65,67
10306,R. Edwards,65,70,Defender,CB,23,England,England,Plymouth Argyle,625K,3K,61,34,42,41,65,67
10307,D. Mangni,65,71,Attacker,ST,24,Italy,Italy,Atalanta,750K,7K,82,61,46,69,20,64
10308,S. Ferguson,65,66,Midfielder,LM,25,Northern Ireland,Northern Ireland,Millwall,650K,10K,75,54,60,69,64,63
10309,J. Nilsson,65,73,Defender,CB,23,Sweden,Sweden,IF Elfsborg,675K,2K,59,31,47,49,63,70
10310,P. Fryc,65,70,Defender,RB,24,Poland,Poland,Termalica Bruk-Bet Nieciecza,600K,2K,74,45,56,59,61,72
10311,Y. Attal,65,74,Defender,RB,21,Algeria,Algeria,KV Kortrijk,725K,3K,67,29,56,66,64,58
10312,R. Godínez,65,70,Defender,CB,24,Mexico,Mexico,Lobos de la BUAP,625K,2K,60,41,53,58,65,65
10313,Tarsi,65,74,Midfielder,CM,22,Spain,Spain,Athletic Club de Bilbao,825K,6K,60,48,59,66,54,57
10314,Ezkieta,65,79,Goalkeeper,GK,20,Spain,Spain,FC Barcelona B,975K,1K,68,60,62,67,45,61
10315,F. Lanzillotta,65,73,Goalkeeper,GK,24,Argentina,Argentina,Argentinos Juniors,600K,2K,66,65,61,68,23,63
10316,M. Fink,65,65,Defender,RB,27,Slovenia,Slovenia,Cracovia,450K,2K,62,34,59,60,64,64
10317,M. Mikovič,65,65,Midfielder,RM,26,Slovakia,Slovakia,Termalica Bruk-Bet Nieciecza,575K,2K,78,65,60,63,29,70
10318,A. Collin,65,65,Goalkeeper,GK,32,England,England,Notts County,300K,4K,66,59,57,70,31,65
10319,D. Rose,65,65,Midfielder,CM,29,England,England,Portsmouth,525K,4K,62,59,64,63,55,64
10320,J. Tosik,65,65,Defender,RB,30,Poland,Poland,Zagłębie Lubin,400K,3K,62,46,56,58,63,84
10321,T. Morita,65,67,Goalkeeper,GK,26,Japan,Japan,Albirex Niigata,450K,1K,65,63,63,67,28,67
10322,S. Żurkowski,65,76,Midfielder,CM,19,Poland,Poland,Górnik Zabrze,900K,1K,70,52,60,63,61,68
10323,S. Kukuruzović,65,65,Midfielder,CM,28,Croatia,Croatia,FC St. Gallen,525K,5K,68,63,64,65,44,66
10324,A. Al Mutairi,65,65,Midfielder,CAM,31,Saudi Arabia,Saudi Arabia,Al Fayha,475K,6K,58,58,61,67,22,64
10325,Lasure,65,72,Defender,LB,23,Spain,Spain,Real Zaragoza,650K,3K,65,36,52,59,68,59
10326,Evandro,65,65,Attacker,ST,29,Brazil,Brazil,Daegu FC,550K,2K,75,62,49,66,24,66
10327,P. Taylor,65,65,Midfielder,CAM,29,England,England,Bradford City,525K,4K,79,59,55,72,26,58
10328,W. Suwayyid,65,65,Defender,LB,29,Saudi Arabia,Saudi Arabia,Al Faisaly,400K,7K,79,50,62,58,56,78
10329,I. Radu,65,77,Goalkeeper,GK,20,Romania,Romania,Avellino,775K,8K,69,62,65,71,34,62
10330,P. Estupiñán,65,75,Defender,LB,19,Ecuador,Ecuador,UD Almería,725K,7K,73,32,58,55,61,58
10331,L. Martínez,65,65,Midfielder,CM,30,Mexico,Mexico,Tiburones Rojos de Veracruz,500K,3K,60,49,63,66,62,70
10332,N. Clarke,65,65,Defender,CB,33,England,England,Grimsby Town,220K,4K,44,25,44,37,64,76
10333,José Cruz,65,65,Defender,CB,28,Spain,Spain,Viking FK,450K,2K,54,28,57,48,62,79
10334,C. Curran,65,65,Attacker,ST,27,England,England,Ross County FC,575K,3K,78,62,58,64,31,69
10335,S. López,65,65,Goalkeeper,GK,31,Argentina,Argentina,Jaguares Fútbol Club,325K,1K,62,65,56,62,46,64
10336,F. Angileri,65,70,Midfielder,LM,23,Argentina,Argentina,Godoy Cruz,725K,4K,71,57,60,66,33,67
10337,J. Bager,65,73,Defender,CB,20,Denmark,Denmark,Randers FC,700K,3K,70,29,43,50,65,68
10338,A. Vetrih,65,66,Midfielder,CM,26,Slovenia,Slovenia,, 0, 0,64,54,64,63,56,71
10339,K. Pannewitz,65,70,Midfielder,CDM,25,Germany,Germany,FC Carl Zeiss Jena,600K,1K,43,54,66,65,60,63
10340,B. Kopacz,65,68,Defender,CB,25,Poland,Poland,Zagłębie Lubin,575K,3K,56,35,38,39,63,71
10341,H. Patronen,65,65,Defender,CB,33,Finland,Finland,HJK Helsinki,220K,1K,52,44,43,43,64,69
10342,F. Cristaldo,65,72,Midfielder,CDM,20,Argentina,Argentina,Defensa y Justicia,650K,5K,74,53,63,67,59,63
10343,T. Parkes,65,66,Defender,CB,25,England,England,Carlisle United,525K,4K,60,32,51,52,62,78
10344,S. Lovric,65,77,Midfielder,CDM,19,Austria,Austria,SK Sturm Graz,825K,3K,49,50,55,61,61,67
10345,N. Butzen,65,68,Midfielder,RM,24,Germany,Germany,1. FC Magdeburg,675K,1K,78,43,58,64,57,68
10346,N. Di Roberto,65,65,Attacker,RW,31,Italy,Italy,Salernitana,475K,2K,70,64,57,67,31,56
10347,G. Zelalem,65,75,Midfielder,CM,20,United States,United States,Arsenal,875K,18K,65,49,66,67,44,54
10348,R. Brown,65,74,Midfielder,CAM,21,England,England,Forest Green,850K,4K,80,55,62,68,40,62
10349,F. Escobar,65,73,Defender,RB,22,Argentina,Argentina,Newell's Old Boys,675K,4K,72,36,49,62,65,66
10350,D. Zeefuik,65,75,Defender,RB,19,Netherlands,Netherlands,Ajax,725K,2K,77,40,57,63,62,74
10351,S. Salviato,65,65,Defender,RB,29,Italy,Italy,Cremonese,400K,1K,71,51,54,56,62,78
10352,R. Dow,65,66,Midfielder,LM,26,Scotland,Scotland,Ross County FC,625K,3K,80,56,57,71,24,65
10353,S. Adekugbe,65,72,Defender,LB,22,Canada,Canada,IFK Göteborg,650K,2K,79,40,55,62,60,73
10354,P. Foden,65,84,Midfielder,CAM,17,England,England,Manchester City,1.1M,15K,74,56,62,66,50,44
10355,A. Poggenborg,65,65,Goalkeeper,GK,33,Germany,Germany,SC Fortuna Köln,270K,1K,61,66,53,62,38,67
10356,E. Gómez,65,70,Defender,LB,23,Argentina,Argentina,Rosario Central,600K,4K,74,34,50,61,62,66
10357,M. Finotto,65,69,Attacker,ST,24,Italy,Italy,Ternana,725K,4K,80,59,53,60,24,61
10358,K. Sadlier,65,75,Midfielder,LM,22,Republic of Ireland,Republic of Ireland,Cork City,875K,1K,73,65,62,67,37,64
10359,T. Hołota,65,67,Midfielder,CDM,26,Poland,Poland,Pogoń Szczecin,550K,2K,60,55,59,60,63,73
10360,D. Payne,65,72,Defender,RB,21,United States,United States,Excelsior,650K,2K,71,34,51,56,66,67
10361,J. Lillis,65,65,Goalkeeper,GK,30,England,England,Rochdale,350K,2K,66,63,69,68,44,58
10362,P. Rosario,65,75,Midfielder,CM,20,Netherlands,Netherlands,PSV,875K,4K,69,56,57,66,65,70
10363,Sim Sang Min,65,71,Midfielder,LM,24,Korea Republic,Korea Republic,FC Seoul,750K,2K,71,47,59,67,62,66
10364,I. Diallo,65,75,Defender,CB,20,Mali,Mali,KAS Eupen,775K,3K,75,32,41,51,65,62
10365,Choi Kyu Baek,65,72,Defender,CB,23,Korea Republic,Korea Republic,Ulsan Hyundai Horang-i,650K,2K,68,27,48,34,68,62
10366,E. Palos,65,65,Goalkeeper,GK,31,Mexico,Mexico,Tigres U.A.N.L.,325K,12K,65,51,54,68,44,70
10367,M. Rojas,65,77,Attacker,LW,21,Paraguay,Paraguay,Club Atlético Lanús,975K,4K,80,60,59,68,24,46
10368,Pedro Silva,65,77,Goalkeeper,GK,20,Portugal,Portugal,Sporting CP,775K,2K,69,58,59,67,30,59
10369,D. Khomich,65,65,Goalkeeper,GK,32,Russia,Russia,Amkar Perm,300K,5K,58,65,68,67,36,66
10370,Kim Dong Jin,65,69,Defender,CB,24,Korea Republic,Korea Republic,Daegu FC,600K,2K,66,24,40,47,66,68
10371,G. Montoya,65,65,Goalkeeper,GK,34,Argentina,Argentina,Belgrano de Córdoba,220K,3K,69,55,65,59,43,68
10372,Paulo Otávio,65,74,Defender,LB,22,Brazil,Brazil,FC Ingolstadt 04,700K,5K,77,48,60,70,57,52
10373,A. Al Shammari,65,65,Defender,RB,28,Saudi Arabia,Saudi Arabia,Al Raed,425K,6K,88,34,57,53,59,69
10374,E. Bajrami,65,65,Midfielder,RM,29,Sweden,Sweden,IF Elfsborg,525K,2K,74,61,62,71,32,59
10375,T. Elliott,65,68,Attacker,ST,26,England,England,Millwall,675K,11K,78,58,40,62,29,78
10376,R. Salinas,65,65,Attacker,ST,31,Argentina,Argentina,Ettifaq FC,475K,5K,51,65,44,60,29,67
10377,M. Castro,65,65,Goalkeeper,GK,29,Uruguay,Uruguay,Unión de Santa Fe,375K,3K,65,60,59,65,46,65
10378,M. Dumbuya,65,65,Defender,RB,29,Sierra Leone,Sierra Leone,Partick Thistle F.C.,400K,2K,90,35,56,64,60,73
10379,S. Benyamina,65,65,Attacker,ST,27,Germany,Germany,Hansa Rostock,575K,1K,63,59,42,62,25,68
10380,J. Quiroga,65,65,Defender,LB,35,Argentina,Argentina,Belgrano de Córdoba,120K,3K,65,51,58,52,66,70
10381,S. Tronstad,65,70,Midfielder,RM,21,Norway,Norway,FK Haugesund,725K,1K,68,59,61,69,48,59
10382,T. Lapslie,65,74,Midfielder,CDM,21,England,England,Colchester United,725K,4K,66,50,54,59,63,71
10383,J. Rivas,65,65,Defender,CB,29,Colombia,Colombia,CD Los Millionarios Bogota,425K,2K,59,26,41,36,61,77
10384,N. Freire,65,73,Defender,CB,23,Argentina,Argentina,PEC Zwolle,675K,3K,54,29,37,48,64,72
10385,V. Demarconnay,65,65,Goalkeeper,GK,34,France,France,Paris FC,220K,2K,69,60,60,69,29,62
10386,C. Chaplin,65,82,Attacker,ST,20,England,England,Portsmouth,1.2M,3K,85,64,54,66,33,62
10387,V. Mogos,65,69,Defender,RB,24,Romania,Romania,Ascoli,575K,1K,76,52,53,61,60,71
10388,N. Bandiera,65,65,Attacker,RW,27,Argentina,Argentina,Belgrano de Córdoba,575K,5K,76,63,48,69,21,43
10389,C. Handke,65,65,Defender,CB,28,Germany,Germany,1. FC Magdeburg,450K,1K,50,27,36,34,64,75
10390,R. Allsop,65,71,Goalkeeper,GK,25,England,England,Blackpool,525K,11K,65,59,65,69,42,61
10391,Gus Ledes,65,72,Midfielder,CM,24,Portugal,Portugal,CF Reus Deportiu,750K,2K,67,57,70,66,52,61
10392,M. Lowe,65,79,Defender,LB,20,England,England,Derby County,1.1M,10K,69,43,58,60,64,63
10393,D. Dussaut,65,71,Defender,RB,22,France,France,Sint-Truidense VV,625K,3K,76,36,59,59,63,65
10394,T. Schwede,65,71,Midfielder,LM,23,Germany,Germany,1. FC Magdeburg,750K,1K,79,54,59,67,27,61
10395,J. Adebanjo,65,70,Midfielder,CDM,23,Nigeria,Nigeria,Vitória Setúbal,625K,2K,66,53,56,59,68,69
10396,G. Piesio,65,65,Midfielder,LM,28,Poland,Poland,Arka Gdynia,550K,3K,70,56,61,63,46,74
10397,B. Sankoh,65,68,Midfielder,CDM,25,Guinea,Guinea,SM Caen,575K,6K,61,30,51,62,71,68
10398,L. Chiaretti,65,65,Midfielder,CAM,29,Brazil,Brazil,Cittadella,525K,1K,73,61,63,68,20,32
10399,M. Petrasso,65,73,Midfielder,RM,21,Canada,Canada,Queens Park Rangers,800K,6K,75,58,59,72,40,54
10400,T. Lumanza,65,71,Midfielder,CDM,23,Belgium,Belgium,Stabæk Fotball,625K,1K,64,52,62,67,61,69
10401,G. Evans,65,65,Defender,RB,29,England,England,Portsmouth,400K,4K,83,62,58,64,54,80
10402,Jean Carlos,65,73,Attacker,LW,21,Brazil,Brazil,Granada CF,800K,3K,66,59,66,69,35,51
10403,G. Nijholt,65,65,Midfielder,CM,27,Netherlands,Netherlands,NAC Breda,550K,3K,56,64,67,66,54,66
10404,D. Albadoro,65,65,Attacker,ST,28,Italy,Italy,Ternana,550K,1K,72,59,54,65,22,72
10405,A. Aguilar,65,65,Goalkeeper,GK,28,Paraguay,Paraguay,, 0, 0,75,59,54,72,46,53
10406,A. Salugin,65,65,Attacker,ST,28,Russia,Russia,Amkar Perm,550K,7K,66,63,46,56,32,75
10407,L. Olaza,65,72,Defender,LB,22,Uruguay,Uruguay,Talleres de Cordoba,650K,3K,64,57,63,64,61,59
10408,Alex Rodríguez,65,69,Midfielder,CM,23,Spain,Spain,Boavista FC,700K,2K,64,51,60,66,60,69
10409,I. Azemi,65,67,Attacker,ST,25,Kosovo,Kosovo,Holstein Kiel,675K,4K,54,62,52,59,27,65
